1,4,30,15.0,0.0,1496,0.0
2,4,40,15.0,0.0,1496,0.0
3,4,50,15.0,0.0,1496,0.0
4,4,59,16.0,0.0,1496,0.0
5,4,69,16.0,0.0,1496,0.0
6,4,79,16.0,0.0,1496,0.0
7,5,89,11.8,0.0,1497,0.4
8,5,98,12.6,0.0,1495,0.4
9,5,108,12.6,0.0,1495,0.4
10,5,118,12.6,0.0,1496,0.4
11,5,126,14.2,0.0,1496,0.4
12,5,136,14.2,0.0,1495,0.4
13,5,146,14.2,0.0,1495,0.4
14,5,155,15.0,0.0,1495,0.4
15,5,164,15.8,0.0,1495,0.4
16,5,173,16.6,0.0,1495,0.4
17,5,182,17.4,0.0,1495,0.4
18,5,192,17.4,0.0,1495,0.4
19,5,202,17.4,0.0,1495,0.4
20,5,212,17.4,0.0,1495,0.4
21,5,222,17.4,0.0,1495,0.4
22,5,232,17.4,0.0,1495,0.4
23,5,242,17.4,0.0,1495,0.4
24,5,252,17.4,0.0,1495,0.4
25,5,261,18.2,0.0,1495,0.4
26,5,271,18.2,0.0,1495,0.4
27,6,281,14.333333333333334,0.0,1497,0.6666666666666666
28,7,291,11.571428571428571,0.0,1495,0.8571428571428571
29,7,301,11.571428571428571,0.0,1493,0.8571428571428571
30,7,311,11.571428571428571,0.0,1494,0.8571428571428571
31,7,321,11.571428571428571,0.0,1493,0.8571428571428571
32,7,331,11.571428571428571,0.0,1494,0.8571428571428571
33,7,341,11.571428571428571,0.0,1494,0.8571428571428571
34,7,350,12.142857142857142,0.0,1494,0.8571428571428571
35,7,359,12.714285714285714,0.0,1494,0.8571428571428571
36,7,369,12.714285714285714,0.0,1493,0.8571428571428571
37,7,378,13.285714285714286,0.0,1493,0.8571428571428571
38,7,388,13.285714285714286,0.0,1494,0.8571428571428571
39,7,397,13.857142857142858,0.0,1493,0.8571428571428571
40,7,407,13.857142857142858,0.0,1494,0.8571428571428571
41,7,416,14.428571428571429,0.0,1494,0.8571428571428571
42,7,426,14.428571428571429,0.0,1493,0.8571428571428571
43,7,435,15.0,0.0,1494,0.8571428571428571
44,7,443,16.142857142857142,0.0,1493,0.8571428571428571
45,8,453,13.5,0.0,1494,1.25
46,8,463,13.5,0.0,1493,1.25
47,8,473,13.5,0.0,1494,1.25
48,8,483,13.5,0.0,1494,1.25
49,8,493,13.5,0.0,1492,1.25
50,8,503,13.5,0.0,1492,1.25
51,8,513,13.5,0.0,1492,1.25
52,8,523,13.5,0.0,1492,1.25
53,8,533,13.5,0.0,1492,1.25
54,8,542,14.0,0.0,1494,1.25
55,8,552,14.0,0.0,1492,1.25
56,8,561,14.5,0.0,1492,1.25
57,8,569,15.5,0.0,1492,1.25
58,8,577,16.5,0.0,1492,1.25
59,8,587,16.5,0.0,1492,1.25
60,8,597,16.5,0.0,1492,1.25
61,8,607,16.5,0.0,1492,1.25
62,8,616,17.0,0.0,1493,1.25
63,8,625,17.5,0.0,1495,1.25
64,8,634,18.0,0.0,1492,1.25
65,8,643,18.5,0.0,1492,1.25
66,8,652,19.0,0.0,1493,1.25
67,8,659,20.5,0.0,1493,1.25
68,8,668,21.0,0.0,1492,1.25
69,8,677,21.5,0.0,1492,1.25
70,8,686,22.0,0.0,1492,1.25
71,8,694,23.0,0.0,1492,1.25
72,9,702,20.77777777777778,0.0,1493,1.5555555555555556
73,9,711,21.22222222222222,0.0,1492,1.5555555555555556
74,10,719,19.4,0.0,1492,1.8
75,10,728,19.8,0.0,1490,1.8
76,10,738,19.8,0.0,1490,1.8
77,10,746,20.6,0.0,1490,1.8
78,10,755,21.0,0.0,1490,1.8
79,10,762,22.2,0.0,1490,1.8
80,10,770,23.0,0.0,1490,1.8
81,11,776,21.90909090909091,0.0,1491,2.1818181818181817
82,11,783,23.0,0.0,1490,2.1818181818181817
83,11,791,23.727272727272727,0.0,1492,2.1818181818181817
84,11,798,24.818181818181817,0.0,1491,2.1818181818181817
85,11,806,25.545454545454547,0.0,1489,2.1818181818181817
86,11,813,26.636363636363637,0.0,1490,2.1818181818181817
87,11,821,27.363636363636363,0.0,1490,2.1818181818181817
88,11,827,28.818181818181817,0.0,1489,2.1818181818181817
89,11,833,30.272727272727273,0.0,1489,2.1818181818181817
90,11,839,31.727272727272727,0.0,1489,2.1818181818181817
91,11,845,33.18181818181818,0.0,1489,2.1818181818181817
92,12,853,30.666666666666668,0.0,1491,2.6666666666666665
93,12,861,31.333333333333332,0.0,1489,2.6666666666666665
94,12,870,31.666666666666668,0.0,1491,2.6666666666666665
95,13,878,29.46153846153846,0.0,1490,3.230769230769231
96,13,886,30.076923076923077,0.0,1489,3.230769230769231
97,13,896,30.076923076923077,0.0,1489,3.230769230769231
98,13,904,30.692307692307693,0.0,1488,3.230769230769231
99,13,911,31.615384615384617,0.0,1488,3.230769230769231
100,13,917,32.84615384615385,0.0,1487,3.230769230769231
101,13,925,33.46153846153846,0.0,1488,3.230769230769231
102,13,930,35.0,0.0,1487,3.230769230769231
103,13,937,35.92307692307692,0.0,1490,3.230769230769231
104,13,945,36.53846153846154,0.0,1489,3.230769230769231
